Aircraft.Category,Make,Model,Injury.Severity,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Aircraft.damage,Number.of.Engines,Engine.Type,Weather.Condition,Broad.phase.of.flight
Airplane,Piper,PA-18,Non-Fatal,0.0,0.0,1.0,1.0,Substantial,1.0,Reciprocating,VMC,Cruise
Airplane,Piper,PA-28RT-201,Non-Fatal,0.0,0.0,0.0,2.0,Substantial,1.0,Reciprocating,VMC,Approach
Airplane,Grumman,G-164A,Non-Fatal,0.0,0.0,0.0,1.0,Substantial,1.0,Reciprocating,VMC,Taxi
Airplane,Cessna,172F,Fatal(4),4.0,0.0,0.0,0.0,Destroyed,1.0,Reciprocating,VMC,Go-around
Airplane,Cessna,177RG,Fatal(4),4.0,0.0,0.0,0.0,Destroyed,1.0,Reciprocating,IMC,Cruise
Airplane,Cessna,172,Non-Fatal,0.0,1.0,0.0,0.0,Destroyed,1.0,Reciprocating,VMC,Maneuvering
Airplane,Bellanca,17-31,Non-Fatal,0.0,0.0,0.0,1.0,Destroyed,1.0,Reciprocating,VMC,Descent
Airplane,Cessna,195,Fatal(1),1.0,0.0,0.0,0.0,Destroyed,1.0,Reciprocating,VMC,Approach
Airplane,Aero Commander,S2R,Non-Fatal,0.0,0.0,0.0,1.0,Destroyed,1.0,Reciprocating,VMC,Maneuvering
Airplane,Cessna,150D,Non-Fatal,0.0,1.0,0.0,0.0,Substantial,1.0,Reciprocating,VMC,Landing
Airplane,Cessna,150G,Non-Fatal,0.0,0.0,0.0,2.0,Substantial,1.0,Reciprocating,VMC,Takeoff
Airplane,Piper,PA-28-140,Non-Fatal,0.0,1.0,2.0,0.0,Substantial,1.0,Reciprocating,VMC,Takeoff
Airplane,Ercoupe,415-C,Non-Fatal,0.0,0.0,0.0,1.0,Substantial,1.0,Reciprocating,VMC,Taxi
Airplane,Cessna,177RG,Incident,0.0,0.0,0.0,4.0,Minor,1.0,Reciprocating,IMC,Cruise
Airplane,Piper,PA-24-250,Fatal(1),1.0,0.0,0.0,0.0,Destroyed,1.0,Reciprocating,IMC,Cruise
Airplane,Cessna,R172E,Non-Fatal,0.0,0.0,0.0,2.0,Substantial,1.0,Reciprocating,VMC,Approach
Airplane,Grumman,AA-5,Non-Fatal,0.0,2.0,1.0,0.0,Substantial,1.0,Reciprocating,VMC,Takeoff
Airplane,Beech,A36,Non-Fatal,0.0,0.0,0.0,3.0,Substantial,1.0,Reciprocating,VMC,Landing
Airplane,Beech,A23,Non-Fatal,0.0,0.0,0.0,1.0,Substantial,1.0,Reciprocating,VMC,Approach
Airplane,Cessna,152II,Non-Fatal,0.0,0.0,0.0,1.0,Substantial,1.0,Reciprocating,VMC,Landing
Airplane,Piper,PA-30-160,Non-Fatal,0.0,0.0,0.0,3.0,Substantial,2.0,Reciprocating,VMC,Landing
Airplane,Grumman,AA-5A,Non-Fatal,0.0,0.0,2.0,0.0,Destroyed,1.0,Reciprocating,VMC,Takeoff
Airplane,Air Tractor,301,Fatal(1),1.0,0.0,0.0,0.0,Destroyed,1.0,Reciprocating,UNK,Maneuvering
Airplane,Cessna,T-210L,Fatal(1),1.0,0.0,0.0,0.0,Destroyed,1.0,Reciprocating,VMC,Cruise
Airplane,Mcdonnell Douglas,DC-10-10,Non-Fatal,0.0,7.0,19.0,142.0,Minor,3.0,Turbo Fan,VMC,Cruise
Airplane,Lake,LA-4,Non-Fatal,0.0,0.0,0.0,3.0,Substantial,1.0,Reciprocating,VMC,Takeoff
Airplane,Downer Aircraft Industries,REPUBLIC RC-3,Non-Fatal,0.0,0.0,1.0,1.0,Substantial,1.0,Reciprocating,VMC,Cruise
Airplane,Piper,PA-22-150,Non-Fatal,0.0,1.0,2.0,0.0,Substantial,1.0,Reciprocating,VMC,Takeoff
Airplane,Cessna,T188C,Non-Fatal,0.0,0.0,0.0,1.0,Substantial,1.0,Reciprocating,VMC,Takeoff
Airplane,Luscombe,8F,Non-Fatal,0.0,0.0,0.0,2.0,Substantial,1.0,Reciprocating,VMC,Approach
Airplane,Cessna,182C,Non-Fatal,0.0,0.0,0.0,3.0,Substantial,1.0,Reciprocating,IMC,Landing
Airplane,Cessna,210D,Non-Fatal,0.0,0.0,0.0,1.0,Substantial,1.0,Reciprocating,VMC,Landing
Airplane,Piper,PA-22,Non-Fatal,0.0,0.0,0.0,3.0,Substantial,1.0,Reciprocating,VMC,Cruise
Airplane,Cessna,172M,Fatal(3),3.0,0.0,0.0,0.0,Destroyed,1.0,Reciprocating,VMC,Climb
Airplane,Beech,C45G,Non-Fatal,0.0,0.0,0.0,1.0,Destroyed,2.0,Reciprocating,VMC,Landing
Airplane,Cessna,TR182,Fatal(5),5.0,0.0,0.0,0.0,Destroyed,1.0,Reciprocating,VMC,Climb
Airplane,Cessna,TU206G,Non-Fatal,0.0,0.0,0.0,3.0,Substantial,1.0,Reciprocating,VMC,Approach
Airplane,Mong,SPORT 1,Non-Fatal,0.0,0.0,0.0,1.0,Substantial,1.0,Reciprocating,VMC,Takeoff
Airplane,Cessna,150M,Non-Fatal,0.0,0.0,0.0,2.0,Substantial,1.0,Reciprocating,VMC,Unknown
Airplane,Piper,PA-28R,Non-Fatal,0.0,0.0,0.0,4.0,Substantial,1.0,Reciprocating,VMC,Landing
Airplane,Piper,PA-32RT,Non-Fatal,0.0,0.0,0.0,3.0,Substantial,1.0,Reciprocating,VMC,Landing
Airplane,Cessna,A185F,Non-Fatal,0.0,0.0,0.0,4.0,Substantial,1.0,Reciprocating,VMC,Takeoff
Airplane,Grumman,AMERICAN AA-1B,Non-Fatal,0.0,2.0,0.0,0.0,Substantial,1.0,Reciprocating,VMC,Approach
Airplane,American,AA-1,Non-Fatal,0.0,0.0,0.0,2.0,Substantial,1.0,Reciprocating,VMC,Unknown
Airplane,Cessna,182E,Non-Fatal,0.0,0.0,0.0,3.0,Substantial,1.0,Reciprocating,VMC,Takeoff
Airplane,Piper,PA-28-161,Fatal(1),1.0,0.0,0.0,0.0,Destroyed,1.0,Reciprocating,VMC,Maneuvering
Airplane,Cessna,172N,Fatal(4),4.0,0.0,0.0,0.0,Destroyed,1.0,Reciprocating,VMC,Takeoff
Airplane,Aeronca,7AC,Fatal(2),2.0,0.0,0.0,0.0,Destroyed,1.0,Reciprocating,VMC,Maneuvering
Airplane,Volmer Aircraft,VJ-22,Non-Fatal,0.0,0.0,0.0,1.0,Destroyed,1.0,Reciprocating,VMC,Cruise
Airplane,Beech,C23,Non-Fatal,0.0,0.0,0.0,4.0,Substantial,1.0,Reciprocating,VMC,Landing
Airplane,Piper,PA-28-235D,Non-Fatal,0.0,0.0,0.0,3.0,Substantial,1.0,Reciprocating,VMC,Landing
Airplane,Piper,PA-28-181,Non-Fatal,0.0,0.0,0.0,1.0,Substantial,1.0,Reciprocating,VMC,Landing
Airplane,Cessna,150,Non-Fatal,0.0,0.0,0.0,2.0,Substantial,1.0,Reciprocating,VMC,Maneuvering
Airplane,Beech,A36,Non-Fatal,0.0,0.0,0.0,1.0,Substantial,1.0,Reciprocating,VMC,Takeoff
Airplane,Air Tractor,AT-301,Non-Fatal,0.0,0.0,0.0,1.0,Substantial,1.0,Reciprocating,VMC,Cruise
Airplane,Beech,95-A55,Non-Fatal,0.0,0.0,0.0,2.0,Substantial,2.0,Reciprocating,VMC,Takeoff
Airplane,Beech,36,Non-Fatal,0.0,0.0,0.0,6.0,Substantial,1.0,Reciprocating,VMC,Taxi
Airplane,Beech,C35,Non-Fatal,0.0,0.0,0.0,3.0,Substantial,1.0,Reciprocating,VMC,Landing
Airplane,Piper,J3C-65,Non-Fatal,0.0,2.0,0.0,0.0,Substantial,1.0,Reciprocating,VMC,Takeoff
Airplane,Cessna,182C,Non-Fatal,0.0,0.0,0.0,2.0,Destroyed,1.0,Reciprocating,VMC,Takeoff
Airplane,Cessna,T337H,Non-Fatal,0.0,2.0,0.0,0.0,Destroyed,2.0,Reciprocating,VMC,Maneuvering
Airplane,Gulfstream,G-164B,Non-Fatal,0.0,0.0,0.0,1.0,Substantial,1.0,Reciprocating,VMC,Landing
Airplane,Cessna,150F,Non-Fatal,0.0,0.0,0.0,1.0,Substantial,1.0,Reciprocating,VMC,Maneuvering
Airplane,Beech,E18S,Incident,0.0,0.0,0.0,1.0,Minor,2.0,Reciprocating,VMC,Landing
Airplane,Cessna,152,Fatal(1),1.0,0.0,0.0,0.0,Destroyed,1.0,Reciprocating,VMC,Maneuvering
Airplane,Osprey,II,Non-Fatal,0.0,1.0,0.0,0.0,Destroyed,1.0,Reciprocating,VMC,Takeoff
Airplane,Piper,PA-25-150,Fatal(1),1.0,0.0,0.0,0.0,Destroyed,1.0,Reciprocating,VMC,Maneuvering
Airplane,Cessna,150M,Non-Fatal,0.0,0.0,1.0,0.0,Substantial,1.0,Reciprocating,VMC,Maneuvering
Airplane,Grumman,G-164B,Non-Fatal,0.0,0.0,0.0,1.0,Substantial,1.0,Reciprocating,VMC,Takeoff
Airplane,Grumman,G-164B,Non-Fatal,0.0,0.0,0.0,1.0,Substantial,1.0,Reciprocating,VMC,Maneuvering
Airplane,Evans Aircraft,VP-1,Fatal(1),1.0,0.0,0.0,0.0,Substantial,1.0,Reciprocating,VMC,Takeoff
Airplane,Beech,J35,Non-Fatal,0.0,0.0,0.0,1.0,Substantial,1.0,Reciprocating,VMC,Taxi
Airplane,Piper,PA-34-200T,Fatal(1),1.0,4.0,0.0,0.0,Destroyed,2.0,Reciprocating,VMC,Cruise
Airplane,Thorp,T-18,Non-Fatal,0.0,0.0,2.0,0.0,Destroyed,1.0,Reciprocating,VMC,Takeoff
Airplane,Piper,PA-32-301,Fatal(2),2.0,0.0,0.0,0.0,Destroyed,1.0,Reciprocating,VMC,Cruise
Airplane,Cessna,150J,Fatal(1),1.0,0.0,0.0,0.0,Destroyed,1.0,Reciprocating,VMC,Takeoff
Airplane,Piper,18,Fatal(2),2.0,0.0,0.0,0.0,Destroyed,1.0,Reciprocating,VMC,Other
Airplane,Cessna,150L,Fatal(2),2.0,0.0,0.0,0.0,Destroyed,1.0,Reciprocating,VMC,Maneuvering
Airplane,Piper,PA-28-140,Non-Fatal,0.0,2.0,0.0,0.0,Substantial,1.0,Reciprocating,VMC,Cruise
Airplane,Grumman,G-164A,Non-Fatal,0.0,0.0,1.0,0.0,Substantial,1.0,Reciprocating,VMC,Maneuvering
Airplane,Luscombe,8A,Non-Fatal,0.0,0.0,1.0,1.0,Substantial,1.0,Reciprocating,VMC,Landing
Airplane,Piper,18,Non-Fatal,0.0,1.0,0.0,0.0,Substantial,1.0,Reciprocating,VMC,Maneuvering
Airplane,Beech,B19,Non-Fatal,0.0,0.0,0.0,1.0,Substantial,1.0,Reciprocating,VMC,Landing
Airplane,Pitts,S2S,Non-Fatal,0.0,0.0,0.0,1.0,Substantial,1.0,Reciprocating,VMC,Landing
Airplane,Cessna,150,Non-Fatal,0.0,0.0,0.0,1.0,Substantial,1.0,Reciprocating,VMC,Climb
Airplane,Cessna,A152,Fatal(6),6.0,0.0,0.0,0.0,Destroyed,1.0,Reciprocating,VMC,Cruise
Airplane,Cessna,172,Fatal(6),6.0,0.0,0.0,0.0,Destroyed,1.0,Reciprocating,VMC,Cruise
Airplane,Omac,1,Non-Fatal,0.0,0.0,0.0,2.0,Destroyed,1.0,Turbo Jet,VMC,Landing
Airplane,Piper,28-140,Fatal(1),1.0,1.0,0.0,0.0,Destroyed,1.0,Reciprocating,VMC,Takeoff
Airplane,Piper,PA-28-180,Fatal(2),2.0,0.0,0.0,0.0,Destroyed,1.0,Reciprocating,VMC,Descent
Airplane,Bucker Jungmann,BU-131,Non-Fatal,0.0,0.0,0.0,2.0,Substantial,1.0,Reciprocating,VMC,Takeoff
Airplane,Cessna,A150L,Non-Fatal,0.0,2.0,0.0,0.0,Substantial,1.0,Reciprocating,VMC,Maneuvering
Airplane,Cessna,210K,Non-Fatal,0.0,0.0,0.0,4.0,Substantial,1.0,Reciprocating,VMC,Landing
Airplane,American,AA5B,Non-Fatal,0.0,0.0,2.0,2.0,Substantial,1.0,Reciprocating,VMC,Takeoff
Airplane,Piper,PA-22,Non-Fatal,0.0,0.0,1.0,0.0,Substantial,1.0,Reciprocating,VMC,Takeoff
Airplane,Cessna,150M,Non-Fatal,0.0,0.0,0.0,1.0,Substantial,1.0,Reciprocating,UNK,Landing
Airplane,Piper,PA-38-112,Incident,0.0,0.0,0.0,1.0,Minor,1.0,Reciprocating,VMC,Taxi
Airplane,Cessna,150H,Non-Fatal,0.0,0.0,0.0,1.0,Destroyed,1.0,Reciprocating,VMC,Takeoff
Airplane,Piper,PA-601P,Fatal(2),2.0,0.0,0.0,0.0,Destroyed,2.0,Reciprocating,VMC,Cruise
Airplane,Steen,SKYBOLT,Non-Fatal,0.0,0.0,0.0,2.0,Destroyed,1.0,Reciprocating,VMC,Climb
Airplane,Piper,PA-38,Non-Fatal,0.0,0.0,0.0,2.0,Destroyed,1.0,Reciprocating,VMC,Takeoff
Airplane,Cessna,188,Non-Fatal,0.0,1.0,0.0,0.0,Substantial,1.0,Reciprocating,VMC,Maneuvering
Airplane,Alon,A2,Non-Fatal,0.0,0.0,0.0,2.0,Substantial,1.0,Reciprocating,VMC,Descent
Airplane,Cessna,206G,Non-Fatal,0.0,0.0,0.0,2.0,Substantial,1.0,Reciprocating,VMC,Landing
Airplane,Cessna,172N,Non-Fatal,0.0,0.0,0.0,2.0,Substantial,1.0,Reciprocating,VMC,Approach
Airplane,Cessna,T188C,Non-Fatal,0.0,0.0,0.0,1.0,Substantial,1.0,Reciprocating,VMC,Cruise
Airplane,Piper,24-140,Fatal(3),3.0,0.0,0.0,0.0,Destroyed,1.0,Reciprocating,VMC,Maneuvering
Airplane,Cessna,A185F,Fatal(4),4.0,0.0,0.0,0.0,Destroyed,1.0,Reciprocating,VMC,Cruise
Airplane,Beech,S35,Fatal(2),2.0,0.0,0.0,0.0,Destroyed,1.0,Reciprocating,VMC,Takeoff
Airplane,Aeronca,7AC,Non-Fatal,0.0,1.0,1.0,0.0,Destroyed,1.0,Reciprocating,VMC,Maneuvering
Airplane,Cessna,188B,Non-Fatal,0.0,0.0,0.0,1.0,Destroyed,1.0,Reciprocating,VMC,Takeoff
Airplane,Austin,S.E. 5A,Non-Fatal,0.0,1.0,0.0,0.0,Destroyed,1.0,Reciprocating,VMC,Maneuvering
Airplane,Cessna,175,Non-Fatal,0.0,0.0,2.0,1.0,Substantial,1.0,Reciprocating,VMC,Descent
Airplane,Cessna,U206G,Non-Fatal,0.0,0.0,0.0,2.0,Substantial,1.0,Reciprocating,VMC,Takeoff
Airplane,Cessna,152II,Non-Fatal,0.0,0.0,0.0,1.0,Substantial,1.0,Reciprocating,VMC,Cruise
Airplane,Piper,PA-28,Non-Fatal,0.0,0.0,1.0,0.0,Substantial,1.0,Reciprocating,VMC,Landing
Airplane,Morrisey,2150,Non-Fatal,0.0,0.0,0.0,1.0,Substantial,1.0,Reciprocating,VMC,Approach
Airplane,Beech,B-60,Non-Fatal,0.0,0.0,1.0,0.0,Substantial,2.0,Reciprocating,VMC,Takeoff
Airplane,Cessna,172N,Non-Fatal,0.0,0.0,1.0,4.0,Substantial,1.0,Reciprocating,VMC,Taxi
Airplane,Cessna,150,Non-Fatal,0.0,0.0,0.0,2.0,Substantial,1.0,Reciprocating,VMC,Takeoff
Airplane,Stinson,108-1,Non-Fatal,0.0,0.0,0.0,1.0,Substantial,1.0,Reciprocating,VMC,Maneuvering
Airplane,Cessna,150M,Non-Fatal,0.0,0.0,0.0,2.0,Destroyed,1.0,Reciprocating,VMC,Maneuvering
Airplane,Piper,PA-22-150,Non-Fatal,0.0,2.0,1.0,0.0,Substantial,1.0,Reciprocating,VMC,Takeoff
Airplane,North American,T-6G,Non-Fatal,0.0,0.0,0.0,2.0,Substantial,1.0,Reciprocating,VMC,Taxi
Airplane,Piper,PA-18S,Non-Fatal,0.0,0.0,0.0,1.0,Substantial,1.0,Reciprocating,VMC,Takeoff
Airplane,Cessna,182P,Non-Fatal,0.0,0.0,0.0,4.0,Substantial,1.0,Reciprocating,VMC,Landing
Airplane,Hallquist,THUNDERBOLT,Non-Fatal,0.0,1.0,0.0,0.0,Substantial,1.0,Reciprocating,VMC,Approach
Airplane,Beech,F35,Non-Fatal,0.0,0.0,0.0,3.0,Substantial,1.0,Reciprocating,VMC,Landing
Airplane,Cessna,180,Non-Fatal,0.0,0.0,0.0,2.0,Substantial,1.0,Reciprocating,VMC,Landing
Airplane,Piper,PA-23C-250,Non-Fatal,0.0,0.0,2.0,0.0,Substantial,2.0,Reciprocating,VMC,Climb
Airplane,Cessna,120,Non-Fatal,0.0,0.0,0.0,1.0,Substantial,1.0,Reciprocating,VMC,Landing
Airplane,Cessna,182,Non-Fatal,0.0,0.0,1.0,2.0,Substantial,1.0,Reciprocating,VMC,Takeoff
Airplane,Beechcraft,C-45H,Non-Fatal,0.0,0.0,0.0,1.0,Substantial,2.0,Reciprocating,VMC,Approach
Airplane,Ercoupe,415C,Non-Fatal,0.0,0.0,2.0,0.0,Destroyed,1.0,Reciprocating,IMC,Cruise
Airplane,Aeronca Champ,7EC,Non-Fatal,0.0,0.0,0.0,2.0,Destroyed,1.0,Reciprocating,VMC,Takeoff
Airplane,Cessna,182,Non-Fatal,0.0,0.0,2.0,0.0,Substantial,1.0,Reciprocating,VMC,Climb
Airplane,Piper,28-181,Non-Fatal,0.0,1.0,2.0,0.0,Substantial,1.0,Reciprocating,VMC,Landing
Airplane,Piper,PA-34-200T,Non-Fatal,0.0,0.0,0.0,2.0,Substantial,2.0,Reciprocating,VMC,Landing
Airplane,Lake,LA-4,Non-Fatal,0.0,0.0,0.0,2.0,Substantial,1.0,Reciprocating,VMC,Takeoff
Airplane,Varga,2150A,Non-Fatal,0.0,0.0,1.0,0.0,Substantial,1.0,Reciprocating,VMC,Climb
Airplane,Piper,PA25-235C,Non-Fatal,0.0,0.0,0.0,1.0,Substantial,1.0,Reciprocating,VMC,Maneuvering
Airplane,Cessna,172M,Fatal(2),2.0,0.0,0.0,2.0,Destroyed,1.0,Reciprocating,VMC,Cruise
Airplane,Piper,PA-28-140,Non-Fatal,0.0,0.0,1.0,2.0,Substantial,1.0,Reciprocating,VMC,Landing
Airplane,Cessna,152,Fatal(2),2.0,0.0,0.0,2.0,Substantial,1.0,Reciprocating,VMC,Maneuvering
Airplane,Cessna,180J,Non-Fatal,0.0,0.0,1.0,1.0,Substantial,1.0,Reciprocating,VMC,Landing
Airplane,Cessna,182E,Non-Fatal,0.0,0.0,0.0,2.0,Substantial,1.0,Reciprocating,VMC,Landing
Airplane,Cessna,150G,Non-Fatal,0.0,0.0,1.0,0.0,Substantial,1.0,Reciprocating,VMC,Takeoff
Airplane,Q-berry,HAWK,Non-Fatal,0.0,0.0,0.0,1.0,Substantial,1.0,Reciprocating,VMC,Approach
Airplane,Boeing,727-231,Incident,0.0,0.0,0.0,129.0,Minor,3.0,Turbo Fan,IMC,Approach
Airplane,Robertson,C-414,Fatal(12),12.0,0.0,0.0,0.0,Destroyed,2.0,Reciprocating,VMC,Takeoff
Airplane,Cessna,R182,Non-Fatal,0.0,0.0,0.0,2.0,Substantial,1.0,Reciprocating,VMC,Cruise
Airplane,Beech,95-B55,Non-Fatal,0.0,0.0,0.0,3.0,Substantial,2.0,Reciprocating,VMC,Landing
Airplane,Beech,B99A,Non-Fatal,0.0,0.0,0.0,2.0,Substantial,2.0,Turbo Prop,VMC,Landing
Airplane,Oar,ACAPELLA,Non-Fatal,0.0,0.0,0.0,1.0,Substantial,1.0,Reciprocating,VMC,Takeoff
Airplane,Cessna,150J,Non-Fatal,0.0,0.0,0.0,1.0,Substantial,1.0,Reciprocating,VMC,Landing
Airplane,Siai Marchetti,S.205-22/R,Non-Fatal,0.0,0.0,2.0,0.0,Substantial,1.0,Reciprocating,VMC,Cruise
Airplane,Piper,PA-23,Non-Fatal,0.0,0.0,0.0,2.0,Substantial,2.0,Reciprocating,VMC,Go-around
Airplane,Cessna,172P,Non-Fatal,0.0,0.0,3.0,1.0,Substantial,1.0,Reciprocating,VMC,Takeoff
Airplane,Cessna,172,Non-Fatal,0.0,0.0,1.0,0.0,Substantial,1.0,Reciprocating,VMC,Cruise
Airplane,Piper,PA-32-300,Non-Fatal,0.0,0.0,4.0,1.0,Substantial,1.0,Reciprocating,VMC,Maneuvering
Airplane,Cessna,T210M,Fatal(2),2.0,0.0,0.0,0.0,Destroyed,1.0,Reciprocating,VMC,Maneuvering
Airplane,Lake,LA-4-200,Fatal(1),1.0,3.0,1.0,0.0,Destroyed,1.0,Reciprocating,IMC,Takeoff
Airplane,Cessna,177,Fatal(1),1.0,0.0,0.0,0.0,Destroyed,1.0,Reciprocating,VMC,Cruise
Airplane,Cessna,172N,Incident,0.0,0.0,0.0,2.0,Minor,1.0,Reciprocating,VMC,Maneuvering
Airplane,Cessna,152,Incident,0.0,0.0,0.0,2.0,Minor,1.0,Reciprocating,VMC,Taxi
Airplane,Beech,E-35,Non-Fatal,0.0,0.0,0.0,2.0,Substantial,1.0,Reciprocating,VMC,Takeoff
Airplane,Cessna,T21OM,Non-Fatal,0.0,0.0,0.0,2.0,Substantial,1.0,Reciprocating,VMC,Landing
Airplane,Piper,PA-28-181,Non-Fatal,0.0,0.0,0.0,3.0,Substantial,1.0,Reciprocating,VMC,Landing
Airplane,Cessna,185F,Non-Fatal,0.0,0.0,0.0,1.0,Substantial,1.0,Reciprocating,VMC,Cruise
Airplane,Grumman,G-164,Non-Fatal,0.0,0.0,0.0,1.0,Substantial,1.0,Reciprocating,VMC,Cruise
Airplane,Beech,B19,Fatal(1),1.0,0.0,0.0,0.0,Destroyed,1.0,Reciprocating,VMC,Maneuvering
Airplane,Mooney,M20,Non-Fatal,0.0,1.0,0.0,0.0,Destroyed,1.0,Reciprocating,VMC,Takeoff
Airplane,Thorp,T-18,Fatal(2),2.0,0.0,0.0,0.0,Substantial,1.0,Reciprocating,VMC,Approach
Airplane,Cessna,R172K,Non-Fatal,0.0,0.0,0.0,4.0,Substantial,1.0,Reciprocating,VMC,Takeoff
Airplane,Piper,PA-38,Non-Fatal,0.0,0.0,0.0,1.0,Substantial,1.0,Reciprocating,IMC,Cruise
Airplane,Cessna,310P,Non-Fatal,0.0,0.0,0.0,2.0,Substantial,2.0,Reciprocating,VMC,Landing
Airplane,Cessna,180A,Non-Fatal,0.0,0.0,0.0,1.0,Substantial,1.0,Reciprocating,UNK,Cruise
Airplane,Douglas,DC-3C,Non-Fatal,0.0,0.0,2.0,1.0,Substantial,2.0,Reciprocating,VMC,Takeoff
Airplane,Bellanca,7KCAB,Non-Fatal,0.0,2.0,0.0,0.0,Destroyed,1.0,Reciprocating,VMC,Approach
Airplane,Cessna,150L,Fatal(1),1.0,0.0,0.0,0.0,Destroyed,1.0,Reciprocating,UNK,Cruise
Airplane,Piper,PA-28R,Non-Fatal,0.0,0.0,0.0,1.0,Destroyed,1.0,Reciprocating,VMC,Cruise
Airplane,Cessna,182P,Incident,0.0,0.0,0.0,3.0,Minor,1.0,Reciprocating,VMC,Approach
Airplane,Maule,M-5-210C,Non-Fatal,0.0,0.0,0.0,4.0,Substantial,1.0,Reciprocating,VMC,Takeoff
Airplane,Cessna,172M,Non-Fatal,0.0,0.0,2.0,0.0,Substantial,1.0,Reciprocating,VMC,Go-around
Airplane,Cessna,150L,Non-Fatal,0.0,0.0,1.0,1.0,Substantial,1.0,Reciprocating,VMC,Takeoff
Airplane,Cessna,210L,Non-Fatal,0.0,0.0,2.0,0.0,Substantial,1.0,Reciprocating,VMC,Approach
Airplane,Piper,PA-28RT-201,Non-Fatal,0.0,0.0,0.0,1.0,Substantial,1.0,Reciprocating,VMC,Takeoff
Airplane,Beech,C23,Fatal(1),1.0,2.0,0.0,0.0,Substantial,1.0,Reciprocating,VMC,Go-around
Airplane,Cessna,177,Non-Fatal,0.0,0.0,0.0,2.0,Substantial,1.0,Reciprocating,VMC,Takeoff
Airplane,Beech,C23,Non-Fatal,0.0,0.0,0.0,3.0,Substantial,1.0,Reciprocating,VMC,Landing
Airplane,Beech,A23A,Non-Fatal,0.0,0.0,0.0,2.0,Substantial,1.0,Reciprocating,VMC,Takeoff
Airplane,Taylorcraft,BC12-D,Non-Fatal,0.0,0.0,1.0,1.0,Substantial,1.0,Reciprocating,VMC,Landing
Airplane,Varga,2180,Non-Fatal,0.0,1.0,0.0,1.0,Substantial,1.0,Reciprocating,VMC,Takeoff
Airplane,Mooney,M20F,Non-Fatal,0.0,0.0,0.0,2.0,Substantial,1.0,Reciprocating,VMC,Climb
Airplane,Boeing,PT-17,Non-Fatal,0.0,0.0,0.0,1.0,Substantial,1.0,Reciprocating,VMC,Climb
Airplane,Great Lakes,2T-1A-2,Fatal(1),1.0,0.0,0.0,0.0,Destroyed,1.0,Reciprocating,VMC,Maneuvering
Airplane,Piper,PA-38-112,Non-Fatal,0.0,0.0,0.0,2.0,Destroyed,1.0,Reciprocating,VMC,Go-around
Airplane,Aero Commander,680FL,Non-Fatal,0.0,0.0,0.0,1.0,Destroyed,2.0,Reciprocating,VMC,Cruise
Airplane,Cessna,170,Non-Fatal,0.0,0.0,0.0,2.0,Substantial,1.0,Reciprocating,VMC,Landing
Airplane,Piper,PA-28-181,Non-Fatal,0.0,0.0,0.0,3.0,Substantial,1.0,Reciprocating,VMC,Cruise
Airplane,Mooney,M20F,Non-Fatal,0.0,0.0,0.0,3.0,Substantial,1.0,Reciprocating,VMC,Takeoff
Airplane,Stinson,10A,Non-Fatal,0.0,0.0,0.0,3.0,Substantial,1.0,Reciprocating,VMC,Landing
Airplane,Cessna,421B,Non-Fatal,0.0,0.0,0.0,1.0,Substantial,2.0,Reciprocating,VMC,Cruise
Airplane,Piper,PA-28-180,Non-Fatal,0.0,0.0,0.0,5.0,Substantial,1.0,Reciprocating,VMC,Takeoff
Airplane,Beech,C23,Non-Fatal,0.0,1.0,0.0,0.0,Substantial,1.0,Reciprocating,VMC,Takeoff
Airplane,Piper,PA-28-140,Fatal(1),1.0,1.0,0.0,0.0,Destroyed,1.0,Reciprocating,IMC,Cruise
Airplane,Piper,PA-12,Non-Fatal,0.0,0.0,0.0,1.0,Destroyed,1.0,Reciprocating,VMC,Cruise
Airplane,Cessna,182M,Non-Fatal,0.0,0.0,0.0,1.0,Destroyed,1.0,Reciprocating,VMC,Landing
Airplane,Lake,LA-4-200,Non-Fatal,0.0,0.0,0.0,3.0,Destroyed,1.0,Reciprocating,VMC,Takeoff
Airplane,Cessna,150,Non-Fatal,0.0,0.0,0.0,2.0,Destroyed,1.0,Reciprocating,VMC,Landing
Airplane,Cessna,182P,Non-Fatal,0.0,0.0,0.0,1.0,Substantial,1.0,Reciprocating,VMC,Cruise
Airplane,Cessna,172K,Non-Fatal,0.0,0.0,1.0,2.0,Substantial,1.0,Reciprocating,VMC,Takeoff
Airplane,Cessna,150M,Non-Fatal,0.0,0.0,2.0,0.0,Substantial,1.0,Reciprocating,VMC,Cruise
Airplane,Corben,B,Fatal(3),3.0,0.0,0.0,0.0,Destroyed,1.0,Reciprocating,VMC,Other
Airplane,Starduster,II,Fatal(3),3.0,0.0,0.0,0.0,Destroyed,1.0,Reciprocating,VMC,Other
Airplane,Cessna,180,Non-Fatal,0.0,0.0,3.0,0.0,Destroyed,1.0,Reciprocating,VMC,Takeoff
Airplane,Piper,PA-24-180,Non-Fatal,0.0,0.0,0.0,2.0,Substantial,1.0,Reciprocating,VMC,Cruise
Airplane,Cessna,310C,Non-Fatal,0.0,0.0,0.0,1.0,Substantial,2.0,Reciprocating,VMC,Landing
Airplane,Cessna,U206B,Non-Fatal,0.0,0.0,0.0,1.0,Substantial,1.0,Reciprocating,VMC,Landing
